Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
stub,49,34,46,33,0.96,0.41,1.699,1.5441
stubbed,16,15,15,14,0.31,0.18,1.2304,1.2041
stubbing,3,3,3,3,0.06,0.04,0.6021,0.6021
stubble,18,17,16,15,0.35,0.2,1.2788,1.2553
stubbled,2,1,2,1,0.04,0.01,0.4771,0.301
stubbly,2,2,2,2,0.04,0.02,0.4771,0.4771
stubborn,554,437,506,411,10.86,5.21,2.7443,2.6415
stubbornly,7,7,7,7,0.14,0.08,0.9031,0.9031
stubbornness,26,25,25,24,0.51,0.3,1.4314,1.415
stubby,25,18,17,14,0.49,0.21,1.415,1.2788
Stuber,3,1,0,0,0.06,0.01,0.6021,0.301
stubs,43,35,41,34,0.84,0.42,1.6435,1.5563
stucco,19,11,16,10,0.37,0.13,1.301,1.0792
stuccoing,2,2,2,2,0.04,0.02,0.4771,0.4771
stuck,3399,2312,3283,2273,66.65,27.56,3.5315,3.3642
stud,354,269,321,250,6.94,3.21,2.5502,2.4314
studded,9,9,9,9,0.18,0.11,1,1
studding,8,8,8,8,0.16,0.1,0.9542,0.9542
student,2195,1140,2082,1111,43.04,13.59,3.3416,3.0573
students,1564,778,1455,752,30.67,9.28,3.1945,2.8915
studied,577,489,570,484,11.31,5.83,2.7619,2.6902
studies,477,364,417,321,9.35,4.34,2.6794,2.5623
studio,1190,566,1071,517,23.33,6.75,3.0759,2.7536
studios,126,93,76,61,2.47,1.11,2.1038,1.9731
studious,6,6,6,6,0.12,0.07,0.8451,0.8451
studs,50,39,47,37,0.98,0.46,1.7076,1.6021
study,2501,1419,2397,1371,49.04,16.92,3.3983,3.1523
studying,987,706,935,679,19.35,8.42,2.9948,2.8494
stuff,15653,5429,15337,5392,306.92,64.72,4.1946,3.7348
stuffed,441,389,417,372,8.65,4.64,2.6454,2.5911
stuffer,10,10,9,9,0.2,0.12,1.0414,1.0414
stuffers,3,3,3,3,0.06,0.04,0.6021,0.6021
stuffier,2,2,2,2,0.04,0.02,0.4771,0.4771
stuffing,165,131,154,122,3.24,1.56,2.2201,2.1206
stuffings,3,3,3,3,0.06,0.04,0.6021,0.6021
stuffs,34,24,34,24,0.67,0.29,1.5441,1.3979
stuffy,185,139,144,130,3.63,1.66,2.2695,2.1461
stultifying,3,3,3,3,0.06,0.04,0.6021,0.6021
stumble,100,95,99,94,1.96,1.13,2.0043,1.9823
stumbled,203,190,200,188,3.98,2.27,2.3096,2.281
stumbles,23,22,21,21,0.45,0.26,1.3802,1.3617
stumbling,57,56,51,50,1.12,0.67,1.7634,1.7559
stump,125,80,92,75,2.45,0.95,2.1004,1.9085
stumped,61,58,59,57,1.2,0.69,1.7924,1.7709
stumper,2,2,2,2,0.04,0.02,0.4771,0.4771
stumping,2,2,2,2,0.04,0.02,0.4771,0.4771
stumps,28,27,27,26,0.55,0.32,1.4624,1.4472
Stumpy,67,11,4,4,1.31,0.13,1.8325,1.0792
stun,96,67,83,61,1.88,0.8,1.9868,1.8325
stung,78,66,75,63,1.53,0.79,1.8976,1.8261
stunk,46,43,46,43,0.9,0.51,1.6721,1.6435
stunned,189,161,183,156,3.71,1.92,2.2788,2.2095
Stunner,29,15,13,12,0.57,0.18,1.4771,1.2041
Stunners,2,1,0,0,0.04,0.01,0.4771,0.301
stunning,209,183,189,168,4.1,2.18,2.3222,2.2648
stunningly,13,13,13,13,0.25,0.15,1.1461,1.1461
stuns,7,7,4,4,0.14,0.08,0.9031,0.9031
stunt,469,291,447,289,9.2,3.47,2.6721,2.4654
stunted,15,15,15,15,0.29,0.18,1.2041,1.2041
stunting,4,4,4,4,0.08,0.05,0.699,0.699
stuntman,35,19,34,19,0.69,0.23,1.5563,1.301
stuntmen,8,6,8,6,0.16,0.07,0.9542,0.8451
stunts,98,81,96,79,1.92,0.97,1.9956,1.9138
stupe,7,6,6,5,0.14,0.07,0.9031,0.8451
stupefied,2,2,2,2,0.04,0.02,0.4771,0.4771
stupefy,4,4,4,4,0.08,0.05,0.699,0.699
stupefying,4,4,4,4,0.08,0.05,0.699,0.699
stupendous,33,27,21,18,0.65,0.32,1.5315,1.4472
stupid,9405,4276,8456,4059,184.41,50.98,3.9734,3.6311
stupider,31,30,31,30,0.61,0.36,1.5051,1.4914
stupidest,121,110,119,109,2.37,1.31,2.0864,2.0453
stupidities,5,5,5,5,0.1,0.06,0.7782,0.7782
stupidity,163,145,149,135,3.2,1.73,2.2148,2.1644
stupidly,31,30,30,29,0.61,0.36,1.5051,1.4914
stupids,3,3,3,3,0.06,0.04,0.6021,0.6021
stupor,19,18,18,17,0.37,0.21,1.301,1.2788
sturdiest,2,2,2,2,0.04,0.02,0.4771,0.4771
sturdy,86,72,69,60,1.69,0.86,1.9395,1.8633
sturgeon,19,15,12,10,0.37,0.18,1.301,1.2041
Sturgeons,5,3,2,2,0.1,0.04,0.7782,0.6021
stutter,96,70,92,69,1.88,0.83,1.9868,1.8513
stuttered,10,7,10,7,0.2,0.08,1.0414,0.9031
stutterers,2,2,2,2,0.04,0.02,0.4771,0.4771
stuttering,49,29,36,26,0.96,0.35,1.699,1.4771
stutters,15,13,12,10,0.29,0.15,1.2041,1.1461
sty,19,18,19,18,0.37,0.21,1.301,1.2788
Stygian,6,6,0,0,0.12,0.07,0.8451,0.8451
style,1534,1106,1474,1087,30.08,13.19,3.1861,3.0441
styled,6,6,6,6,0.12,0.07,0.8451,0.8451
Styler,7,1,0,0,0.14,0.01,0.9031,0.301
styles,136,80,83,71,2.67,0.95,2.1367,1.9085
stylet,2,2,2,2,0.04,0.02,0.4771,0.4771
styling,43,30,41,29,0.84,0.36,1.6435,1.4914
stylings,20,18,20,18,0.39,0.21,1.3222,1.2788
stylised,2,2,2,2,0.04,0.02,0.4771,0.4771
stylish,110,104,108,102,2.16,1.24,2.0453,2.0212
stylishly,4,4,4,4,0.08,0.05,0.699,0.699
stylist,44,34,43,33,0.86,0.41,1.6532,1.5441
stylists,13,8,10,8,0.25,0.1,1.1461,0.9542
stylized,12,11,12,11,0.24,0.13,1.1139,1.0792
stylo,2,2,2,2,0.04,0.02,0.4771,0.4771
stylus,6,6,6,6,0.12,0.07,0.8451,0.8451
Stymie,8,3,1,1,0.16,0.04,0.9542,0.6021
stymied,14,13,13,12,0.27,0.15,1.1761,1.1461
Stymphalian,3,3,0,0,0.06,0.04,0.6021,0.6021
Styrofoam,34,24,7,5,0.67,0.29,1.5441,1.3979
Styx,27,20,2,2,0.53,0.24,1.4472,1.3222
Su,162,96,57,53,3.18,1.14,2.2122,1.9868
suave,47,37,34,28,0.92,0.44,1.6812,1.5798
sub,390,144,350,123,7.65,1.72,2.5922,2.1614
Suba,2,2,0,0,0.04,0.02,0.4771,0.4771
subadult,2,1,2,1,0.04,0.01,0.4771,0.301
subarachnoid,6,6,6,6,0.12,0.07,0.8451,0.8451
subatomic,46,28,45,28,0.9,0.33,1.6721,1.4624
subbasement,9,7,8,6,0.18,0.08,1,0.9031
subbed,8,7,6,5,0.16,0.08,0.9542,0.9031
subbing,13,13,9,9,0.25,0.15,1.1461,1.1461
subcategories,2,2,2,2,0.04,0.02,0.4771,0.4771
subchannel,3,3,3,3,0.06,0.04,0.6021,0.6021
subclavian,33,23,30,22,0.65,0.27,1.5315,1.3802
Subcommander,3,3,1,1,0.06,0.04,0.6021,0.6021
subcommittee,43,23,38,21,0.84,0.27,1.6435,1.3802
subcompact,3,3,3,3,0.06,0.04,0.6021,0.6021
subconscious,134,103,132,101,2.63,1.23,2.1303,2.017
subconsciously,36,34,33,31,0.71,0.41,1.5682,1.5441
subcontinent,2,2,2,2,0.04,0.02,0.4771,0.4771
subcontract,4,4,4,4,0.08,0.05,0.699,0.699
subcontracted,6,6,6,6,0.12,0.07,0.8451,0.8451
subcontractor,2,2,2,2,0.04,0.02,0.4771,0.4771
subcontractors,4,3,4,3,0.08,0.04,0.699,0.6021
subcortical,4,4,4,4,0.08,0.05,0.699,0.699
subculture,6,6,6,6,0.12,0.07,0.8451,0.8451
subcutaneous,14,14,12,12,0.27,0.17,1.1761,1.1761
subcutaneously,3,3,3,3,0.06,0.04,0.6021,0.6021
subdeltoid,3,2,2,2,0.06,0.02,0.6021,0.4771
subdermal,4,4,4,4,0.08,0.05,0.699,0.699
Subdirectories,2,2,0,0,0.04,0.02,0.4771,0.4771
subdivide,4,4,4,4,0.08,0.05,0.699,0.699
subdivided,4,3,4,3,0.08,0.04,0.699,0.6021
subdivision,29,11,29,11,0.57,0.13,1.4771,1.0792
subdivisions,2,2,2,2,0.04,0.02,0.4771,0.4771
subdue,41,36,41,36,0.8,0.43,1.6232,1.5682
subdued,32,32,31,31,0.63,0.38,1.5185,1.5185
subduing,2,2,2,2,0.04,0.02,0.4771,0.4771
subdural,34,26,31,25,0.67,0.31,1.5441,1.4314
Subedit,3,2,1,1,0.06,0.02,0.6021,0.4771
Subfix,2,2,0,0,0.04,0.02,0.4771,0.4771
subfloor,4,3,4,3,0.08,0.04,0.699,0.6021
subgroups,4,3,4,3,0.08,0.04,0.699,0.6021
Subheading,2,1,0,0,0.04,0.01,0.4771,0.301
subhuman,11,11,11,11,0.22,0.13,1.0792,1.0792
subhumans,3,3,3,3,0.06,0.04,0.6021,0.6021
subito,5,4,3,3,0.1,0.05,0.7782,0.699
subject,1885,1361,1772,1307,36.96,16.23,3.2755,3.1342
subjected,77,69,75,68,1.51,0.82,1.8921,1.8451
subjecting,15,15,15,15,0.29,0.18,1.2041,1.2041
subjection,2,2,2,2,0.04,0.02,0.4771,0.4771
subjective,57,49,57,49,1.12,0.58,1.7634,1.699
subjectively,6,4,6,4,0.12,0.05,0.8451,0.699
subjectivity,6,5,5,5,0.12,0.06,0.8451,0.7782
subjects,355,263,346,260,6.96,3.14,2.5514,2.4216
subjugated,8,7,8,7,0.16,0.08,0.9542,0.9031
subjugation,12,10,9,8,0.24,0.12,1.1139,1.0414
subjunctive,6,5,6,5,0.12,0.06,0.8451,0.7782
sublease,2,2,2,2,0.04,0.02,0.4771,0.4771
sublet,30,24,30,24,0.59,0.29,1.4914,1.3979
sublets,2,1,2,1,0.04,0.01,0.4771,0.301
subletting,21,16,19,15,0.41,0.19,1.3424,1.2304
sublevel,21,17,18,14,0.41,0.2,1.3424,1.2553
sublevels,4,4,4,4,0.08,0.05,0.699,0.699
sublimate,5,5,5,5,0.1,0.06,0.7782,0.7782
sublimated,5,5,5,5,0.1,0.06,0.7782,0.7782
sublimates,4,3,3,3,0.08,0.04,0.699,0.6021
sublimating,3,3,3,3,0.06,0.04,0.6021,0.6021
sublimation,4,4,2,2,0.08,0.05,0.699,0.699
sublime,74,65,68,61,1.45,0.77,1.8751,1.8195
sublimely,4,4,3,3,0.08,0.05,0.699,0.699
subliminal,36,21,29,18,0.71,0.25,1.5682,1.3424
subliminally,7,7,6,6,0.14,0.08,0.9031,0.9031
sublimity,3,3,3,3,0.06,0.04,0.6021,0.6021
subliterate,2,2,2,2,0.04,0.02,0.4771,0.4771
submachine,15,13,15,13,0.29,0.15,1.2041,1.1461
submandibular,2,2,2,2,0.04,0.02,0.4771,0.4771
submarine,362,140,315,129,7.1,1.67,2.5599,2.1492
submariner,8,6,7,5,0.16,0.07,0.9542,0.8451
submariners,3,2,3,2,0.06,0.02,0.6021,0.4771
submarines,88,50,82,48,1.73,0.6,1.9494,1.7076
submerge,20,15,15,12,0.39,0.18,1.3222,1.2041
submerged,43,35,39,32,0.84,0.42,1.6435,1.5563
submerges,2,2,2,2,0.04,0.02,0.4771,0.4771
submerging,5,4,5,4,0.1,0.05,0.7782,0.699
submersible,31,15,31,15,0.61,0.18,1.5051,1.2041
submersibles,14,6,13,6,0.27,0.07,1.1761,0.8451
submersion,4,4,3,3,0.08,0.05,0.699,0.699
submission,55,47,52,46,1.08,0.56,1.7482,1.6812
submissions,12,8,12,8,0.24,0.1,1.1139,0.9542
submissive,45,26,40,24,0.88,0.31,1.6628,1.4314
submit,282,217,261,211,5.53,2.59,2.4518,2.3385
submits,7,7,7,7,0.14,0.08,0.9031,0.9031
submitted,103,91,100,89,2.02,1.08,2.017,1.9638
submitting,21,20,19,18,0.41,0.24,1.3424,1.3222
submolecular,4,4,4,4,0.08,0.05,0.699,0.699
subnet,8,6,8,6,0.16,0.07,0.9542,0.8451
subnets,4,4,4,4,0.08,0.05,0.699,0.699
subnormal,2,2,2,2,0.04,0.02,0.4771,0.4771
subordinate,31,28,31,28,0.61,0.33,1.5051,1.4624
subordinated,7,7,7,7,0.14,0.08,0.9031,0.9031
subordinates,29,29,29,29,0.57,0.35,1.4771,1.4771
subordination,3,1,3,1,0.06,0.01,0.6021,0.301
subornation,2,2,2,2,0.04,0.02,0.4771,0.4771
suborned,2,2,2,2,0.04,0.02,0.4771,0.4771
suborning,4,3,4,3,0.08,0.04,0.699,0.6021
subpar,4,4,4,4,0.08,0.05,0.699,0.699
subparagraph,4,4,4,4,0.08,0.05,0.699,0.699
subplot,6,6,6,6,0.12,0.07,0.8451,0.8451
subpoena,113,87,109,83,2.22,1.04,2.0569,1.9445
subpoenaed,54,44,53,44,1.06,0.52,1.7404,1.6532
subpoenas,12,10,11,9,0.24,0.12,1.1139,1.0414
subroutine,5,5,5,5,0.1,0.06,0.7782,0.7782
subroutines,4,4,4,4,0.08,0.05,0.699,0.699
subs,153,126,83,62,3,1.5,2.1875,2.1038
subscribe,44,40,44,40,0.86,0.48,1.6532,1.6128
subscribed,15,12,15,12,0.29,0.14,1.2041,1.1139
subscriber,21,15,21,15,0.41,0.18,1.3424,1.2041
subscribers,13,10,12,9,0.25,0.12,1.1461,1.0414
subscribing,4,4,3,3,0.08,0.05,0.699,0.699
subscription,68,58,68,58,1.33,0.69,1.8388,1.7709
subscriptions,24,21,22,19,0.47,0.25,1.3979,1.3424
subsection,18,11,14,8,0.35,0.13,1.2788,1.0792
subsections,2,2,2,2,0.04,0.02,0.4771,0.4771
subsequent,64,63,62,62,1.25,0.75,1.8129,1.8062
subsequently,58,51,45,44,1.14,0.61,1.7709,1.716
subservience,7,6,7,6,0.14,0.07,0.9031,0.8451
subservient,24,20,24,20,0.47,0.24,1.3979,1.3222
subset,6,6,6,6,0.12,0.07,0.8451,0.8451
subside,20,19,20,19,0.39,0.23,1.3222,1.301
subsided,14,14,14,14,0.27,0.17,1.1761,1.1761
subsides,12,11,11,10,0.24,0.13,1.1139,1.0792
subsidiaries,5,5,5,5,0.1,0.06,0.7782,0.7782
subsidiary,23,22,21,21,0.45,0.26,1.3802,1.3617
subsidies,12,9,10,7,0.24,0.11,1.1139,1
subsiding,5,5,4,4,0.1,0.06,0.7782,0.7782
subsidised,3,3,3,3,0.06,0.04,0.6021,0.6021
subsidize,16,16,15,15,0.31,0.19,1.2304,1.2304
subsidized,10,8,9,8,0.2,0.1,1.0414,0.9542
subsidizing,4,4,4,4,0.08,0.05,0.699,0.699
subsidy,5,5,4,4,0.1,0.06,0.7782,0.7782
subsist,3,3,3,3,0.06,0.04,0.6021,0.6021
subsistence,3,2,3,2,0.06,0.02,0.6021,0.4771
subsoil,3,3,3,3,0.06,0.04,0.6021,0.6021
subsonic,4,3,4,3,0.08,0.04,0.699,0.6021
subspace,27,13,23,13,0.53,0.15,1.4472,1.1461
subspecies,18,16,16,14,0.35,0.19,1.2788,1.2304
substance,364,271,337,268,7.14,3.23,2.5623,2.4346
substances,72,56,71,55,1.41,0.67,1.8633,1.7559
substandard,22,17,17,15,0.43,0.2,1.3617,1.2553
substantial,182,163,176,159,3.57,1.94,2.2625,2.2148
substantially,32,29,31,28,0.63,0.35,1.5185,1.4771
substantiate,20,18,20,18,0.39,0.21,1.3222,1.2788
substantiated,7,7,7,7,0.14,0.08,0.9031,0.9031
substantiates,4,4,4,4,0.08,0.05,0.699,0.699
substantiation,5,5,5,5,0.1,0.06,0.7782,0.7782
substantive,12,10,12,10,0.24,0.12,1.1139,1.0414
substation,29,17,28,16,0.57,0.2,1.4771,1.2553
substations,7,4,7,4,0.14,0.05,0.9031,0.699
substernal,2,2,2,2,0.04,0.02,0.4771,0.4771
substitute,238,197,233,192,4.67,2.35,2.3784,2.2967
substituted,19,16,19,16,0.37,0.19,1.301,1.2304
substitutes,17,16,17,16,0.33,0.19,1.2553,1.2304
substituting,18,17,16,15,0.35,0.2,1.2788,1.2553
substitution,21,17,15,13,0.41,0.2,1.3424,1.2553
substitutions,9,6,9,6,0.18,0.07,1,0.8451
substrata,2,2,2,2,0.04,0.02,0.4771,0.4771
substrate,2,2,2,2,0.04,0.02,0.4771,0.4771
substructure,7,7,7,7,0.14,0.08,0.9031,0.9031
subsumed,2,2,2,2,0.04,0.02,0.4771,0.4771
subsurface,4,3,4,3,0.08,0.04,0.699,0.6021
subsystem,6,6,6,6,0.12,0.07,0.8451,0.8451
subsystems,4,4,2,2,0.08,0.05,0.699,0.699
subterfuge,19,19,17,17,0.37,0.23,1.301,1.301
subterranean,33,23,27,22,0.65,0.27,1.5315,1.3802
subtext,32,26,29,24,0.63,0.31,1.5185,1.4314
Subtitle,52,43,9,7,1.02,0.51,1.7243,1.6435
Subtitled,39,39,3,3,0.76,0.46,1.6021,1.6021
Subtitles,1435,1290,100,98,28.14,15.38,3.1572,3.1109
Subtitling,14,14,0,0,0.27,0.17,1.1761,1.1761
subtle,354,302,327,282,6.94,3.6,2.5502,2.4814
subtler,9,9,9,9,0.18,0.11,1,1
subtlest,2,2,2,2,0.04,0.02,0.4771,0.4771
subtleties,8,8,8,8,0.16,0.1,0.9542,0.9542
subtlety,40,39,37,36,0.78,0.46,1.6128,1.6021
subtly,22,22,21,21,0.43,0.26,1.3617,1.3617
subtotal,2,2,2,2,0.04,0.02,0.4771,0.4771
subtract,28,26,23,21,0.55,0.31,1.4624,1.4314
subtracted,4,4,4,4,0.08,0.05,0.699,0.699
subtracting,12,11,11,11,0.24,0.13,1.1139,1.0792
subtraction,10,6,9,6,0.2,0.07,1.0414,0.8451
subtype,2,1,2,1,0.04,0.01,0.4771,0.301
subungual,2,1,1,1,0.04,0.01,0.4771,0.301
suburb,30,29,29,28,0.59,0.35,1.4914,1.4771
suburban,117,96,101,84,2.29,1.14,2.0719,1.9868
suburbanite,7,6,4,4,0.14,0.07,0.9031,0.8451
suburbanites,3,3,3,3,0.06,0.04,0.6021,0.6021
suburbia,38,31,31,25,0.75,0.37,1.5911,1.5051
suburbs,120,99,116,96,2.35,1.18,2.0828,2
subversion,9,9,9,9,0.18,0.11,1,1
subversive,54,38,50,36,1.06,0.45,1.7404,1.5911
subversives,7,5,6,5,0.14,0.06,0.9031,0.7782
subvert,17,17,17,17,0.33,0.2,1.2553,1.2553
subverted,3,3,3,3,0.06,0.04,0.6021,0.6021
subverter,4,4,4,4,0.08,0.05,0.699,0.699
subverting,6,6,6,6,0.12,0.07,0.8451,0.8451
subway,546,338,510,322,10.71,4.03,2.738,2.5302
subways,33,31,29,27,0.65,0.37,1.5315,1.5051
Subzero,12,7,3,3,0.24,0.08,1.1139,0.9031
succeed,482,397,473,392,9.45,4.73,2.6839,2.5999
succeeded,186,171,185,171,3.65,2.04,2.2718,2.2355
succeeding,35,34,35,34,0.69,0.41,1.5563,1.5441
succeeds,49,48,49,48,0.96,0.57,1.699,1.6902
success,1390,1001,1297,944,27.25,11.93,3.1433,3.0009
successes,44,42,44,42,0.86,0.5,1.6532,1.6335
successful,1037,847,1009,827,20.33,10.1,3.0162,2.9284
successfully,194,184,185,175,3.8,2.19,2.29,2.2672
succession,48,46,46,44,0.94,0.55,1.6902,1.6721
successive,8,7,8,7,0.16,0.08,0.9542,0.9031
successor,85,67,84,67,1.67,0.8,1.9345,1.8325
successors,2,2,2,2,0.04,0.02,0.4771,0.4771
succinct,12,12,10,10,0.24,0.14,1.1139,1.1139
succincter,2,2,2,2,0.04,0.02,0.4771,0.4771
succinctly,29,24,25,21,0.57,0.29,1.4771,1.3979
succinylcholine,3,1,3,1,0.06,0.01,0.6021,0.301
succor,10,10,10,10,0.2,0.12,1.0414,1.0414
succotash,18,11,15,10,0.35,0.13,1.2788,1.0792
Succour,10,7,4,4,0.2,0.08,1.0414,0.9031
succubae,3,1,2,1,0.06,0.01,0.6021,0.301
succubus,37,9,37,9,0.73,0.11,1.5798,1
succulent,23,19,22,19,0.45,0.23,1.3802,1.301
succulents,2,2,2,2,0.04,0.02,0.4771,0.4771
succumb,19,18,19,18,0.37,0.21,1.301,1.2788
succumbed,32,28,31,27,0.63,0.33,1.5185,1.4624
succumbing,11,11,11,11,0.22,0.13,1.0792,1.0792
succumbs,4,4,4,4,0.08,0.05,0.699,0.699
such,14852,5626,13715,5477,291.22,67.07,4.1718,3.7503
suchlike,4,4,4,4,0.08,0.05,0.699,0.699
suck,1779,1172,1483,1043,34.88,13.97,3.2504,3.0693
suckage,4,3,3,3,0.08,0.04,0.699,0.6021
sucked,516,420,494,409,10.12,5.01,2.7135,2.6243
sucker,834,587,757,536,16.35,7,2.9217,2.7694
suckered,34,31,29,28,0.67,0.37,1.5441,1.5051
suckerfish,2,2,2,2,0.04,0.02,0.4771,0.4771
suckers,251,215,224,195,4.92,2.56,2.4014,2.3345
sucking,376,321,348,299,7.37,3.83,2.5763,2.5079
suckle,9,9,5,5,0.18,0.11,1,1
suckled,5,5,5,5,0.1,0.06,0.7782,0.7782
suckles,4,2,3,1,0.08,0.02,0.699,0.4771
suckling,18,15,15,14,0.35,0.18,1.2788,1.2041
sucks,1248,912,1188,873,24.47,10.87,3.0966,2.9605
Sucre,41,19,1,1,0.8,0.23,1.6232,1.301
suction,287,166,194,134,5.63,1.98,2.4594,2.2227
suctioning,6,6,5,5,0.12,0.07,0.8451,0.8451
sud,5,5,3,3,0.1,0.06,0.7782,0.7782
Sudan,42,22,0,0,0.82,0.26,1.6335,1.3617
Sudanese,15,9,0,0,0.29,0.11,1.2041,1
Sudd,2,1,0,0,0.04,0.01,0.4771,0.301
sudden,1707,1310,1670,1290,33.47,15.62,3.2325,3.1176
suddenly,2854,1967,2176,1614,55.96,23.45,3.4556,3.294
suddenness,9,9,8,8,0.18,0.11,1,1
suds,24,22,22,20,0.47,0.26,1.3979,1.3617
sudser,2,2,2,2,0.04,0.02,0.4771,0.4771
sudsy,3,3,2,2,0.06,0.04,0.6021,0.6021
Sue,1498,691,746,508,29.37,8.24,3.1758,2.8401
sued,248,186,242,182,4.86,2.22,2.3962,2.2718
suede,92,53,88,51,1.8,0.63,1.9685,1.7324
suedes,3,3,3,3,0.06,0.04,0.6021,0.6021
suer,3,3,2,2,0.06,0.04,0.6021,0.6021
suerte,4,4,4,4,0.08,0.05,0.699,0.699
sues,32,30,31,30,0.63,0.36,1.5185,1.4914
suet,11,7,11,7,0.22,0.08,1.0792,0.9031
suey,23,17,21,15,0.45,0.2,1.3802,1.2553
Suez,18,10,0,0,0.35,0.12,1.2788,1.0414
suff,2,2,1,1,0.04,0.02,0.4771,0.4771
suffer,1148,898,1121,883,22.51,10.71,3.0603,2.9538
sufferance,5,4,5,4,0.1,0.05,0.7782,0.699
suffered,656,574,644,566,12.86,6.84,2.8176,2.7597
sufferer,4,4,4,4,0.08,0.05,0.699,0.699
sufferers,12,10,10,9,0.24,0.12,1.1139,1.0414
suffering,991,755,958,728,19.43,9,2.9965,2.8785
sufferings,20,19,20,19,0.39,0.23,1.3222,1.301
suffers,177,162,173,159,3.47,1.93,2.2504,2.2122
suffice,84,80,50,50,1.65,0.95,1.9294,1.9085
sufficed,12,12,12,12,0.24,0.14,1.1139,1.1139
suffices,12,7,6,5,0.24,0.08,1.1139,0.9031
sufficiency,4,4,4,4,0.08,0.05,0.699,0.699
sufficient,243,207,235,203,4.76,2.47,2.3874,2.3181
sufficiently,71,63,69,62,1.39,0.75,1.8573,1.8062
suffix,2,2,2,2,0.04,0.02,0.4771,0.4771
suffocate,77,70,66,64,1.51,0.83,1.8921,1.8513
suffocated,58,47,52,45,1.14,0.56,1.7709,1.6812
suffocates,10,10,10,10,0.2,0.12,1.0414,1.0414
suffocating,75,69,75,69,1.47,0.82,1.8808,1.8451
suffocation,38,32,31,27,0.75,0.38,1.5911,1.5185
Suffolk,22,20,0,0,0.43,0.24,1.3617,1.3222
suffrage,5,5,5,5,0.1,0.06,0.7782,0.7782
Suffragette,8,8,3,3,0.16,0.1,0.9542,0.9542
Sufi,4,2,0,0,0.08,0.02,0.699,0.4771
sugar,1926,1146,1476,998,37.76,13.66,3.2849,3.0596
Sugarbush,6,1,0,0,0.12,0.01,0.8451,0.301
sugarcane,6,4,6,4,0.12,0.05,0.8451,0.699
sugarcoat,17,17,17,17,0.33,0.2,1.2553,1.2553
sugarcoated,3,3,3,3,0.06,0.04,0.6021,0.6021
sugarcoating,4,3,4,3,0.08,0.04,0.699,0.6021
sugared,9,8,7,7,0.18,0.1,1,0.9542
sugarless,9,6,8,6,0.18,0.07,1,0.8451
Sugarloaf,3,3,0,0,0.06,0.04,0.6021,0.6021
sugarplum,14,9,11,8,0.27,0.11,1.1761,1
sugarplums,6,6,5,5,0.12,0.07,0.8451,0.8451
sugars,48,41,46,39,0.94,0.49,1.6902,1.6232
sugary,15,13,15,13,0.29,0.15,1.2041,1.1461
suggest,2001,1485,1966,1475,39.24,17.7,3.3015,3.172
suggested,525,456,521,452,10.29,5.44,2.721,2.6599
suggestibility,2,2,2,2,0.04,0.02,0.4771,0.4771
suggestible,8,6,8,6,0.16,0.07,0.9542,0.8451
suggesting,551,474,545,468,10.8,5.65,2.7419,2.6767
suggestion,622,519,617,517,12.2,6.19,2.7945,2.716
suggestions,276,251,254,229,5.41,2.99,2.4425,2.4014
suggestive,26,23,26,23,0.51,0.27,1.4314,1.3802
suggestively,2,2,2,2,0.04,0.02,0.4771,0.4771
suggests,256,225,252,221,5.02,2.68,2.4099,2.3541
Sugi,3,2,0,0,0.06,0.02,0.6021,0.4771
Sui,20,5,0,0,0.39,0.06,1.3222,0.7782
suicidal,148,125,138,118,2.9,1.49,2.1732,2.1004
suicidally,6,6,5,5,0.12,0.07,0.8451,0.8451
suicide,1747,950,1583,902,34.25,11.33,3.2425,2.9782
suicides,91,58,82,55,1.78,0.69,1.9638,1.7709
suing,293,177,279,172,5.75,2.11,2.4683,2.2504
Suisse,4,3,0,0,0.08,0.04,0.699,0.6021
suit,3499,1942,3188,1762,68.61,23.15,3.5441,3.2885
suitability,5,5,5,5,0.1,0.06,0.7782,0.7782
suitable,247,212,239,208,4.84,2.53,2.3945,2.3284
suitably,13,10,13,10,0.25,0.12,1.1461,1.0414
suitcase,683,371,660,364,13.39,4.42,2.8351,2.5705
suitcases,93,75,90,73,1.82,0.89,1.9731,1.8808
suite,849,442,743,409,16.65,5.27,2.9294,2.6464
suited,152,140,151,139,2.98,1.67,2.1847,2.1492
suiters,2,1,2,1,0.04,0.01,0.4771,0.301
suites,84,54,78,49,1.65,0.64,1.9294,1.7404
suiting,7,7,6,6,0.14,0.08,0.9031,0.9031
suitor,69,31,55,30,1.35,0.37,1.8451,1.5051
suitors,39,30,38,29,0.76,0.36,1.6021,1.4914
suits,895,707,829,659,17.55,8.43,2.9523,2.85
sukiyaki,4,4,2,2,0.08,0.05,0.699,0.699
sulfa,24,17,23,16,0.47,0.2,1.3979,1.2553
sulfanilamide,2,2,2,2,0.04,0.02,0.4771,0.4771
sulfate,20,16,20,16,0.39,0.19,1.3222,1.2304
sulfide,9,7,9,7,0.18,0.08,1,0.9031
sulfur,60,37,50,35,1.18,0.44,1.7853,1.5798
sulfuric,18,13,12,8,0.35,0.15,1.2788,1.1461
sulfuryl,5,2,5,2,0.1,0.02,0.7782,0.4771
sulk,38,35,38,35,0.75,0.42,1.5911,1.5563
sulking,60,45,55,41,1.18,0.54,1.7853,1.6628
